ytid,caption
Zz1Bz1a7yPE,"The music features a group of female voices singing a melody in unison. The instrumental consists of only percussion drums, African percussion drums to be precise. A shaker can also be heard sounding on every beat. In the background one can hear water sounds. The overall atmosphere is cheerful and uplifting."
ZzyWbehtt0M,"The low quality recording features a country blues song that consists of fruity male vocal singing over groovy electric guitar melodies, groovy bass, shimmering cymbals, mellow snare, soft kick hits and clapping. The recording is a bit noisy, as it is vintage, and it sounds passionate, groovy, uptempo and cool."
_-kssA-FOzU,"The low quality recording features footsteps, birds chirping, distant traffic and wind sound effects. At the very end there is a suspenseful, low, widely spread pad chord. It sounds like it is a sound for some kind of video, or movie."
_0-2meOf9qY,"This music is an electronic guitar instrumental. The tempo is slow with a melancholic , resounding harmony on the guitar. It is mellow, soft, poignant, sentimental and emotional."
_1woPC5HWSg,"The low quality recording features a live performance of a rock song and it consists of a distorted male vocal singing over repetitive electric guitar melody, groovy bass and energetic drums. It sounds crushed, distorted, loud, but it is barely audible, as it was recorded with a poor quality microphone."
_2P_EJsnBls,"The low quality recording features a passionate male vocal, alongside harmonizing mixed vocals, singing over acoustic rhythm guitar, accordion melody and groovy bass. It sounds passionate and joyful. The recording is noisy and in mono - the sound is coming from the right channel only."
_2wFjBoreaY,"A male vocalist sings this energetic Punjabi folk song. The tempo is medium fast with an infectious tabla and Dhol percussive beat, ektara rhythm and a funky keyboard accompaniment. The song is lively, spirited, cheerful, simple, happy, playful, enthusiastic, vivacious with a festive, celebratory vibe and dance groove. This song is a Festive Punjabi Folk song."
_3GnNMrDuCs,This audio contains someone playing a piece on cello ranging from the low register up into the higher register. This song may be playing during a live performance.
_3OlK_1yQOk,"The Pop song features harmonizing vocals singing over energetic crash cymbals, groovy bass guitar, wide electric guitar melody, punchy snare and soft kick hits. There is a short drum break at the very beginning of the loop. It sounds happy, nostalgic and euphoric, as it gives off vibes of a Christmas song."
_43OOP6UEw0,This is a rap music piece played behind a rollerskating video. The sound of the skaters can be heard faintly throughout the recording. There is a male voice rapping at the forefront while other voices can be heard singing melodically in the background and ad-libbing occasionally. There is a mild keyboard playing the tune while a loud electronic drum beat is playing the rhythm. The atmosphere of this piece is groovy and urban.
_5fwnVeZbvI,"A male singer sings this  Telugu folk song. The tempo pop is medium  with a tambourine, tabla and other south Indian percussion playing steadily, along with string instrument harmony. The song is a folk tune and probably a courtship song. The song has loud sound effects which are funny. The audio quality is poor."
_5w5TVK5B90,This song contains someone playing a transverse flute in a very high pitch. Breathing sounds can be heard. This song may be playing in a live orchestra solo.
_6C2ffY_-mc,"The low quality recording features a quiet bowl resonating sounds and even though the recording is so noisy and in mono, it is still calming."
_8OIugVSFeE,"A male singer sings Arabic vocals with backup singers in vocal harmony. The song is medium tempo with a steady drumming rhythm, percussive bass line, keyboard accompaniment and percussive hits. The song is an Arabic dance song."
_94ra2KoZGo,"This music is a lively harmonica instrumental. The tempo is medium with a spirited melody. The music is lively, clear, energetic, vibrant and breezy with a male voice at the end of the audio clip. This is probably a Harmonica tutorial."
_9OUh0uwDec,"The low quality recording features an afrobeat song that consists of an echoing female vocal, with autotune effect on, rapping over energetic cymbals, wide percussion rolls, stab buzzy bass, shimmering hi hats and short strings stabs. At the end of the loop, there is a flat male vocal talking over the beat. It sounds energetic and like something you would easily dance to."
_ALGXHquYkM,"This music is instrumental. The tempo is medium with a melodic steel pan harmony. The audio quality however is inferior and amateur,so the music is muddled. There are ambient sounds of breeze and people talking , indicating that this is a live performance."
_AVegKwklcg,"This is a bluegrass cover of an originally heavy metal music piece. There is a male vocalist singing melodically in the lead. The tune is being played by the banjo, the mandolin and the acoustic guitar while the bass guitar is playing in the background. The atmosphere is playful and there is a rural feel to the piece. This piece could be used in the soundtrack of a comedy movie that takes place in the rural parts of the USA."
_G3lYKAITu8,This audio contains people playing rhythms and melodies on bells with sticks. This is an amateur recording.
_GQnXfIGNKY,"This is a live performance of an alternative R&B music piece. There is a female vocalist singing in a seductive manner in the lead. Later on, a male vocalist starts rapping. There is a groovy bass line in the background. The DJ is scratching the turntable. The rhythmic background is provided by an R&B acoustic drum beat. The atmosphere is sensual and the sound is urban. Sounds of the crowd cheering can be heard in the recording."
_GjHL0FkYoY,"The low quality recording features a Soca song that features repetitive flat male vocal singing over wide male background grunts, repetitive buzzy synth, punchy kick, syncopated snare and wooden percussion. It sounds energetic and uptempo."
_HXMIdSiOMA,The music excerpt features a kind of vinyl scratch solo. At one point a male voice intervention can be heard that's similar to the sound one makes when he's being punched in the stomach. In the background a drum beat runs in loop.
_HfaIP9e0ww,This is an instrumental cover of a ballad piece. The harp is gently playing the melody with improvisational touches differing from the original version. There is a calming and soothing atmosphere to this piece. This music could be playing in the background at a hotel or a spa resort.
_IP6zlayY7k,"This is an amateur flute cover of a pop music piece. The flute is playing a gentle melody in the major key. There is a backing track that has a mellow acoustic guitar playing. The atmosphere is calming and easygoing. Although the audio quality is not that great, this piece could be sampled for use in beat-making."
_IkLUOsNHAA,"In this piece a timpani takes a strong loud position before other orchestral instruments are entering the musical composition. Brasses, flutes and strings are playing a rising rhythmical melody creating tension. This song may be playing in a classical chamber concert or in a scene of a superhero movie."
_JTHtcRHxnw,"This audio contains the sound of bells ringing in different rhythm, tempo and pitch. This is an amateur recording. This may be playing in the center of a village."
_KGUrOb1qgU,This is the recording of a gear showcase jam. There is an overdriven electric guitar playing a groovy solo with the amplified reverb effect. There is a crunchy sound. The piece can be used as the jingle of an advertisement. It could also be used for lifting electric guitar samples to be used in a beat.
_KYo_89lgf0,"The Low quality recording features a widely spread, weird mouth noises, foot stomping in the right channel and aggressive male breathing and claps in the left channel of the stereo image. There is a short accordion melody at the very beginning of the loop. It sounds very weird and aggressive, almost uncomfortable."
_KaRkSyELy4,The low quality recording features a tutorial where a fruity male vocalist is talking in-between electric guitar chords. There is a very buzzy guitar amp in the background and the recording is very noisy.
_MjbdUaJcik,"The song is an instrumental. The tempo is medium with a brass section including trumpets, trombones and tubas playing in an instrumental harmony. The song is emotional and spirited. The song is western classical music piece."
_RLsXrr0fQo,"The low quality recording features a folk song being covered by passionate male vocal and groovy acoustic guitar melody. It sounds uplifting and a bit harsh, muddy and unbalanced as far as the stereo image goes."
_Ra1Y6K7nSs,This reggae song features male voices singing the main melody in harmony. The clip starts off with the sound of a chalk writing on a board. This is followed by a percussion roll. The voices start singing the main melody. This is accompanied by percussion playing a reggae beat. The bass plays a reggae style bassline. The keyboard plays staccato chords in a reggae rhythm. The mood of this song is happy. This song can be played in a birthday scene in a movie when a family is on a holiday on an island.
_Rpn2FUAUgY,"The low quality recording features a sustained string melody, followed by woodwind and mellow marimba melodies. It sounds emotional, passionate and sad - like something you would hear in the movies, as the background music."
_RrA-0lfIiU,"This is a live acoustic performance of an Irish folk music piece. The chords of the piece are being played by two acoustic guitars in the background while a violin is playing the main theme which is in medium-to-high range. Since the piece is being played at a pub, the sounds of the place can also be heard in the recording. There is a jovial atmosphere. This piece can be played at Irish pubs."
_Slo8QXYOp8,The song track is instrumental. The tempo is medium with temple bells being played to create two distinct tones with long vibrations creating clear overtones. The  soundtrack is calming and deeply religious. The audio track quality is poor with ambient environment noises.
_VmCPixy9GQ,"Ambient music full of textures. Present are a slow descending glissando from a high-pitched metallic screech, a bowed string bass, atmospheric reverb. The mood is foreboding and ominous. Good for an unsettling horror soundtrack."
_WYwB1qRgLM,"Orchestra music with pizzicato strings, bowed bass and cello, and a clave with reverb. The music feels stationary, like a vamp, with a sense of waiting."
_XrolyeJXDw,"The low quality recording features a classical song that consists of a wide strings melody, low brass and woodwinds melody. It sounds suspenseful and intense."
_b-7P-XsnUI,This is a classical music waltz piece played on a glass harp instrument. The melody is being played on the smaller glasses at a higher pitch while the rhythm is being played on the bigger glass at a medium pitch. The piece is being played at a cathedral which gives a nice resonance and natural reverb effect. The piece has a unique character. It can be played in the soundtracks of children's movies/TV shows.
_b5n-mny1lM,"This is an alternative rock piece. There is a male vocal singing gently and melodically at the forefront in the medium range, while a male back vocal can be heard singing at a higher pitch. A clean sounding electric guitar is playing a mellow tune with a bass guitar holding the root notes in the background. The acoustic drums are playing a basic rock beat. There is an easygoing aura to it. This piece could be used in a food/beverage commercial. It could also be playing at a sports venue."
_cf0WYQcNvk,"This is a religious music piece. There is a female vocalist singing melodically in the Portuguese language with a Brazilian accent. The piano and the violin are playing a mellow tune. The atmosphere is spiritual. Although the words give the impression it is a Christian gospel, the footage in the video belongs to the site of a syncretic movement, so one should not mistakenly take it as a gospel piece."
_cg_IfaD1C0,"The low recording features a low, buzzy didgeridoo tone. It is mono and noisy, as it was probably recorded with a phone."
_fKntnlIYTQ,"The low quality recording features a live performance of a big band that consists of shimmering hi hats, steel pan melody, punchy snare, soft kick hits, bright brass melody, groovy double bass melody and cowbell percussion. The recording is a bit noisy and it sounds happy and fun."
_gWEpDgPAho,A male voice is singing kind of a calming lullaby in a higher pitch while you can hear sounds of painful screaming and crying that seem not to belong to the song. This is an amateur recording and not of the best audio-quality. This song may be playing in a cruel movie scene.
_h2rFVPCSPE,"The music excerpt features a male and a female voice singing the same melody in unison. Accompanying the singers is a sitar that plays the same note throughout - what is called a harmonic pedal. The atmosphere points towards a kind of meditation through repetitive singing, a kind of channeling state."
_kPmYc1nXuQ,"This relaxing song features the sound of pads in the background. A guitar strums a chord first then plays arpeggiated chords. At the end of the song, a piano chord is played. A wave-like synth plays one continuous note in the background. The bass plays the root notes of the chords and the note lingers. The mood of this song is relaxing. This song can be played in a spa."
_lq8nEXh064,"The low quality recording features a lullaby that consists of soft bells melody. It sounds like a music box melody and it is relaxing, passionate and mellow."
_m-N4i-ge28,"The R&B song features a passionate male vocalist singing over a wide funky electric guitar melody, smooth bass guitar, punchy kick and snare hits, shimmering hi hats, snappy rimshots and soft crash cymbals. The rimshots are present in the first half of the loop, while a more energetic second part of the loop consists of punchy snare hits. It sounds emotional and heartfelt, as the vocal is slightly distorted."
_mQ6KuA2p6k,This is a remix of an Indian folk music piece. There is a male vocalist singing melodically and passionately. The rhythmic background is full of percussive elements that were emphasized by the use of electronic drums. The atmosphere is lively and jovial. This piece could be played in dance parties and also in contemporary dancing courses as an accompaniment piece.
_miAGxDX5FM,This jazz song features the main melody played on a reed instrument and a guitar in unison. The melody is an ascending pattern of three notes per beat. This is accompanied by percussion playing a simple beat ending on an extended drum roll. The bass plays a descending run followed by an ascending run. The piano plays jazz chords in the background. There are no voices in this instrumental song. This song can be played in a luxury bar.
_n3r2inlqBc,"This audio contains videogame-sounds, sound-effects. You can hear water running/dripping, clicking sounds and other noises that sound like being in a big cave. This is an amateur recording."
_n9boKzVRhs,"The low quality recording features a mono recording located only in the right channel of the stereo image. It consists of at least brass section melody, shimmering cymbals and melodic female vocals. There are some crowd chattering noises too, but it sounds fun and happy."
_nrz_BawPMY,"A female vocalist sings this delicate harmony. The tempo is slow with an organ accompaniment. It is soft, mellow, meditative, enigmatic, mysterious, melancholic and haunting. This song is a Modern Classical."
_oNLyxk08oA,"Here we have a solo bass flute player. The music sounds mystical, like in a fantasy movie about dragons and fairies. There is reverb applied to the sound."
_pU2KbHMN4Q,This song contains an acoustic drum playing and comes to an end. Then a violin is playing the main melody together with a bass horn and other brass instruments in a higher register. A xylophone is also playing the melody in a higher octave. This song may be playing during a funny magic show.
_qf0UiKtB3k,This is a classical music piece. The piece is being performed on a harpsichord. There is a sophisticated aura to it. The piece has a medieval sound. It would fit perfectly in the soundtrack of a historical drama movie that takes place in the medieval era. It could also work well as the opening theme for a literature YouTube channel.
_u2cNlW5DxQ,The low quality recording features a cover of a rock song and it consists of a funky acoustic bass guitar solo melody played aggressively. It sounds groovy and the recording is noisy and in mono.
_vwBe9ZXWXE,This clip is a live recording of a complex and rapid piece being played on the trumpet. The trumpet is very high pitched and the piece ascends and descends rapidly in succession.
_wyELLqwF3w,"This is an instrumental piece with a harmonica as the main lead melodic instrument. High pitched, wobbly sounds are played on the harmonica and contrasted by a deep and full acoustic guitar on which arpeggios are played. There's a sustained pad synth in the background which adds to the overall calming and soothing tone of the song."
_x4a974Pl-A,"The low quality recording features a pop song that consists of a passionate male vocal singing over punchy kick and snare hits, shimmering shakers, synth pad, groovy bass and brass melody. It sounds passionate, emotional, energetic and upbeat."
_xC7IXGWlk4,"This traditional music is played on didgeridoos. There are three didgeridoos being played. They are played by vibrating the lips and blowing into the instrument. This produces the droning sound. On one of the didgeridoos, a stick is being hit to form a percussive rhythm. The other didgeridoos play a melody by opening the mouth wider and narrowing the mouth in an alternate pattern. Halfway through the song, a tambourine is played. This song can be played in a movie where tribal people have a ceremony."
_xURU_-ffC4,This song contains someone strumming chords on an acoustic guitar while playing a harmonica. This song may be playing at a local bar.
_y07ENAx2_E,"The low quality recording features a live performance of a jazz song that consists of a wide passionate, harmonizing male vocals singing over punchy snare and kick hits, shimmering hi hats, groovy bass guitar, synth pad and funky electric guitar melody. It sounds funky, groovy and passionate."
_yRFCl-z-EE,"The low quality recording features a traditional song that consists of wide, harmonizing female vocals singing over acoustic rhythm guitar. It sounds mellow, soft and emotional."
_yXtw_z2xf4,This is a latin dance piece. There are two vocals taking turns singing the same line repeatedly. There is a keyboard and a trumpet playing the main melody. A fast-paced electronic percussion is playing in the rhythmic background. This is a dizzyingly high tempo song. It is very danceable. This piece can be played in latin nightclubs and latin dance courses.
_yzcCFe-uo0,"This song is a duet of the Christmas Carol _ingle Bells in Spanish. The tempo is medium with keyboard harmony, tambourine beats , hand percussion and accordion accompaniment . The song is cute, simple, cheerful, happy and animated."
_zQTlTCqMzs,"A male vocalist sings this powerful solo in a foreign language. The tempo is medium with a spanish guitar accompaniment. The song has minimalist music with captivating, lilting and almost haunting vocals. This is a live performance with ambient sounds of people talking. The audio  quality is inferior as it is an amateur recording. This song is a Latin/Spanish Folk song."
a-11dtG7aK4,This song has a relaxing feel. It starts off with a synth playing a chord sequence. This is followed by synth strings playing a high pitched melody. The notes fade into each other. Another synth plays the bass notes in the background. There is no percussion in this song. The mood of this song is dreamy. This song can be played in a dream sequence in a movie.
a-3cZREZh3k,"The low quality recording features a marimba melody,  groovy accordion chords and walking bass guitar, followed by metallic percussive elements and shimmering snare. It sounds fun and happy, even though it is probably recorded via phone."
a-P0p_UtagM,This audio contains acoustic drums playing with an e-bass. An accordion is playing a short chord melody on the backbeat while someone is playing a flute melody completely out of tune and all over the place. This is an amateur recording. This song may be playing at home while practicing playing the flute.
a2QxlP5DAYQ,"A didgeridoo is playing a rhythm full of overtones while being supported by experimental, atmospheric pad sounds. The whole recording is full of reverb, mystic sounds that are panned to the left and right side of the speakers. This song may be playing at an alternative nature festival."
a2Wuroc8DQU,This clip features a melody played by violins and flutes. This is a low quality recording. There is no percussion in this song. Hand claps are played on every count. This is a folk song which has a happy mood. There is no voice in this song. This song can be used in a movie scene where somebody enters a castle to meet medieval royalty.
a4BjqKd8FsI,"This music is an instrumental with a medium fast tempo. The music is orchestral with a lively brass band harmony, violin accompaniment, xylophone beats, a bright trombone and cello bass. The music is animated, lively, playful,whimsical, perky and puckish."
a4jcJ7QZ-OQ,"This is a rock music piece consisting of three instruments. There is a distorted electric lead guitar playing a solo that is increasing from medium to high pitch. The bass guitar is providing tune in the background. There is a loud acoustic drum beat that includes a lot of fills. The song has a vigorous, high energy feel to it. This piece could be played at rock bars."
aBEiuYSSEH0,"The low quality recording features a traditional song played in the beginning, after which there is a loud horn sound and wooden impact. It sounds weird, harsh and repetitive."
aBXntqgPo6Q,Someone is playing a clean e-guitar chord and then a male voice starts to talk. This is an amateur recording.
aC3IBcRNyro,This is an instrumental song featuring a french horn being played. The french horn plays the main melody. This is accompanied by a piano playing arpeggiated chords. A bass plays the root notes of the chords. There are no other instruments in this song. This is a slow tempo song. This song has a romantic and relaxing mood. This song can be played in a romantic movie.
aCA4yiPfFIg,"The low quality recording features a hip hop song that consists of punchy snare and kick hits, shimmering hi hats and buzzy synth lead, played by a DJ that manually made beat breaks, which resulted in stuttering filter modulated synth riser. It sounds energetic and exciting thanks to that riser."
aCTm1TcL7z8,"The low quality recording features an electric guitar solo melody played over groovy bass guitar, shimmering tambourine, punchy kick and tinny wooden percussion. It sounds groovy, funky and passionate."
aCUZuMblJPg,The track would fit the funk fusion music genre. The main melodic element is a synth electric guitar that plays a solo with a lot of energy and presence. In the background a drum loop that sounds very electronic is played. The music is upbeat and simple. This song would fit a car racing video game.
aDlWOvCdNMk,This song features an instrumental played on bagpipes. One pedal note is played continuously on the lower register while the higher notes are played to a melody. There are no other instruments in this song. There are no voices in this song. This is an instrumental song. This song can be played at a Scottish fair.
aE_CVWMWK74,"Sound from a cartoon space battle featuring a space shuttle takeoff, laser gun sounds and a rocket launcher firing. Background score is dramatic orchestral, featuring cymbal crashes and tense, dissonant string harmonies."
aHZdDmYFZN0,The low quality recording features a classical song that contains a wide string melody. It sounds suspenseful and intense.
aIIEI33EUqI,This song contains soft synth pads playing in the lower to higher register with little dreamy notes sprinkled on top. This song may be playing for a meditation session.
aItOEVYnpHA,"The EDM song features an echoing synth lead melody, snare rolls, synth pad chords, energetic riser and some claps. In the second half of the loop, there is a filtered synth melody building up. It sounds energetic and exciting, as this is probably a build up section, after which comes a drop and like something you would hear in a club."
aJHv6TV7JpY,This pop song features a female voice singing the main melody in a foreign language. This is accompanied by an accordion playing a harmonized melody in the background. There is no percussion in this song. Minimal instruments are used in this song. The theme of this song feels romantic.
aKhM6zyL--k,The first sound effect in this clip is the sound of old TV static. Then we hear a retro video game sound used to illustrate when the character jumps up. Then we have a sustained calming sound which is like the  sound after a large bell has been rung.
aLnBwjLUZao,"This blues song features a male voice singing the main melody at a comfortable pitch. This is accompanied by percussion playing a simple rock beat in common time. An overdriven guitar plays a blues riff. After one bar, the guitar and bass pause while the percussion and voice continues. The bass plays the root notes of the chords. The mood of this song is happy. This song can be played in a bar scene in a movie."
aNJEh3_Vmps,This is a song that would be suitable as meditation music or background music for sleeping. It is calming and features sustained high pitched notes on a pad synth. The song feels ethereal and relaxing.
aNjtfIoVzas,This song contains a plucked string instrument playing a melody in the higher register along with an acoustic guitar strumming chords on the backbeat and an upright bass playing a simple melody along to the lead melody. This song may be playing in a video-presentation.
aO0QzRPiEC4,"The low quality recording features a rock song that consists of melancholic male vocal singing over a wide electric guitar melody, bouncy snare, groovy bass guitar and punchy kick. The recording is noisy, muddy and messy, since the frequencies are clashing with each other - drums cymbals are inaudible. Regardless, it sounds groovy, emotional and melancholic thanks to that vocal."
aOGNUGgTQ8k,"A female Arabic singer sings this beautiful melody with backup singers in vocal harmony. The song is medium tempo with a string section, Arabic percussion instruments, tambourine percussion, steady drum rhythm, groovy bass line and keyboard accompaniment. The song is romantic and celebratory in nature. The audio quality is very poor."
aPAa2sfhS7k,"This music is a Western Classical Instrumental. The music is fast tempo with a plethora of instrumentation. From a vigorous clarinet solo, flute, intense trumpets , violin symphony, cello, viola and French horns, this music is a treat to the ears. It is smooth, rich, full bodied, exquisite and elegant with an urgent and sombre vibe."
aPQTrv2B1sw,"The low quality recording features a live performance of a folk rock song that consists of harmonizing vocals singing over shimmering hi hats, snappy rimshots, groovy bass guitar and acoustic rhythm guitar, followed by some crowd claps. It sounds messy, muddy and distorted, but still emotional and passionate too."
aQdZtz90Yzw,This song features chords being played on a ukulele. A male voice narrates the chords being played. There is no vocal melody in this song. There are no other instruments in this song. This clip can be used in an instructional lesson for ukulele.
aRGAnD12qdw,This song contains someone playing congas accompanied by other percussive instruments such as a woodstick sound. Male voices are singing as a choir in the background. This song may be playing live at an urban meetup.
aSyRV5j2zV4,"The low quality recording features a wide choir female vocals singing, while there is a flat male vocal talking over it. It sounds like a tutorial of sorts."
aT7LGemDB40,"The song is an instrumental. The song is medium  tempo with Latin percussions, guitar strumming rhythm, groovy bass line and keyboard percussions. The song is exciting and groovy. The song has poor audio quality."
aTeOMq8ave8,"This is a recording that was done outdoors and later had background music placed over it. There are the sounds of footsteps, and a young male saying something unintelligible. The track placed over it is a high octane rock song with fast electric bass playing, overdriven electric guitar strumming and a rock motif on the electric guitar."
aUH12rRIVDw,This song features a wind instrument sounding like a saxophone. This is accompanied by percussion playing a simple beat. The melody of this song is jazzy. A piano plays chords. An electric piano or keyboard plays a descending lick before the instruments pause momentarily. The mood of the song is happy. There are no voices in this song.
aVNcweinmEM,This is an R&B music piece. There is a male vocalist singing melodically in the lead. The melody is being played by the synth sound. The rhythm is being played by an electronic drum beat which has a sound that is very similar to a 909 kit. The atmosphere is danceable and urban. This piece could be used in the soundtrack of a teenage drama movie or a TV show.
aW6greyYuO4,"This is an orchestra playing Arabic music. The melody is played by the conjunction of multiple instruments such as violin, flute and qanun while tambourines create the percussive background of the piece. It has an oriental atmosphere that could be very fitting in a movie or a show taking place in the Middle East. It could also be a good background music for Arab cuisine restaurants."
aWK9CcvOK9w,This song contains a lot of percussive elements and instruments playing a fast paced rhythm with a simple e-bass underlining the drum hits. Strings are being played along with the melody and adding some extra spice. The female voice is singing along with a lot of female and male backing vocals. The voices are panned to the left and right side of the speakers. This song may be playing at a cheerful event while celebrating.
aXDgw2fLHAA,"This clip features two jazzy songs. The first one has a fast paced melody that's led by an electric guitar which plays intricate solos. The next song is led by a clarinet, it's more slow-paced and bouncy."
aY8-pXDdwiw,"This song is a choral harmony. The tempo is slow with intense bass and an instrument that sounds like a viola. The song is grim, grave, intense, sinister; eerie; spooky; scary, chant-like, and dreary."
aYoRcnmz6ZE,"This music is instrumental. The tempo is fast with rhythmic  acoustic guitar, steady drumming, keyboard harmony, groovy bass line and electric guitar  accompaniment. The music is mellow,nostalgic, emotional, simple, pleasant, charming and melodic pop."
aYrjw3gjGuk,"The low quality recording features a resonating, distorted, crushed electro song being played on a car subwoofer. It sounds very aggressive and energetic too. There are some outdoor atmosphere sounds, since it was recorded outside."
a_r8wKJ8ePw,"This music is a high spirited acoustic guitar instrumental. The tempo is fast and the music is lively, spirited, Vibrant and vivacious with static and the sound of tapping. This music is a country style acoustic melody."
acEHGV7Gq6U,"The low quality recording features wide aggressive electric guitar chords, shimmering hi hats and open hats, punchy snare, soft kick hits and distorted bass guitar. Right before the ""drop"", there is a short guitar slide, leading perfectly into it. The instrumental sounds energetic and aggressive."
ac_8oRMgDz0,"This meditation song features male voices chanting in deep, low voices. This is accompanied by synth sounds playing at different pitches. One of the synths plays a droning low pitch sound. The mid and higher register sounds play instruments sounding like wind instruments. The sounds produced are ambient sounds and have a dreamy feel. The song is relaxing and calming. This song can be played in a meditation center."
ad6UhYwTXXQ,The audio contains a female voice singing carnatic tones/melody over a shrutibox/drone sound. The audio quality is decent but contains a lot of white noise. It's assumed that this is an amateur recording. This song may be playing at a music teacher's home demonstrating scales to a student.
adHhqDnyZv8,"This music is a rich Italian Classical Orchestra. The tempo is fast with a symphonic orchestra with a rich ,animated violin solo, complete with violin, cello viola , flute and piano accompaniment . This music is a sonic treat. It is rich, expressive, exquisite, spectacular, enthralling and captivating. This music is a Baroque classical."
adYFXYPqo2M,"This is a country music piece. There is a male vocalist singing in a preaching manner. The melody is being played by a violin, a banjo and an electric guitar while an upright bass is playing in the background. The rhythmic background consists of an accentuated acoustic drum beat. The atmosphere is lively and hard-hitting. This piece could be used in the soundtrack of a historical crime movie taking place in the US."
aeDZVfGk7bk,This audio contains someone playing a mouthwarp. Then another recording starts where someone is strumming chords on an e-guitar fingerpicking a melody. This song may be playing for a photo slide show made for the family.
aek3GoFr5MI,This audio contains a dubstep beat with a lot of bass and aggressive synth sounds. In the background you can hear the crowd cheering. This is an amateur recording and of poor audio-quality. This song may be playing at a live dance show.
aeujZtBvMFY,"This is an instrumental jazz fusion piece. Various instruments are played throughout this piece. A wide variety of key instruments such as the piano, the organ, the celeste, the rhodes, the synth and the harpsichord can be heard. The atmosphere is funky and eccentric. A vibrant array of samples can be gathered from this piece, ideally for use in the soundtrack of a goofy cartoon."
afavVsmFWds,"The low recording features a soft rock song that consists of flat, echoing male vocal singing over muffled drums and reversed synth keys melody located in the left channel of the stereo image - which makes the stereo image a bit unbalanced. The drums consist of groovy snare, punchy kicks and shimmering cymbals. At the end of the loop, there is a reversed high pitched vocal riser. It sounds thin and a bit muffled overall."
afb7pI_01O4,"The low quality recording features a metal song that consists of aggressive electric guitar melody, distorted bass guitar, shimmering cymbals and muffled kick and snare hits. It sounds energetic, but also harsh, messy, distorted, muddy and loud, since the frequencies are clashing with each other. The volume of the song is dwindling occasionally, making it a really low quality sounding track."
agK1OkzW5Yg,This meditation song features a guzheng playing the main melody. A kind of zither plays arpeggiated chords in the background. Chimes are played in between lines. This song has a Chinese melody. This song is relaxing. There are no voices in this song. This song can be played in a meditation center.
agw-ujSdX0A,"This is the recording of a Pakistani marching band. The bagpipes are playing the melody. The rhythmic background is provided by a drumline that is played by the snare drums, the bass drums and the cymbals. The atmosphere is vibrant and lively. This piece could be playing in the background at a parade."
aiJj3Z6pu9s,"This audio clip features the sound of water dropping. This is followed by the sound of a wild creature. The sound is creaking. Toward the end, the sound of a rat squealing is heard. This sound is from a video game."
ajy9PM2SJ6c,A phone ring interrupts the song then a male voice is singing along to a digital drum with a strong clapping sound and a funky bassline. This song may be playing while wearing headphones while enjoying yourself.
ak7R0_8aKwI,"A female vocalist sings this soft melody. The tempo is slow with acoustic guitar rhythm, keyboard accompaniment, steady drumming , sound of chimes, xylophone, shakers and atmospheric synthesiser. The song is a sweet, dreamy, mellow, soothing ,lullaby for children.This song is a Nursery Rhyme."
ao-TFiShaWU,"This is an acoustic indie rock piece. There is a male vocalist singing gently in the Thai language. An acoustic guitar plays the main tune while a bass guitar is in the background. There is a piano that starts out by supporting the melody, but then wanders towards off-key notes, creating an air of conflict. The atmosphere is melancholic. This piece can be used in the soundtrack of a drama movie/TV show that takes place in Thailand."
ap7xvCBtljs,A e-guitar is playing a melody along with the e-bass. The acoustic drums are playing with a loud 8th note rhythm on the ride cymbal. Another e-guitar is playing a high pitched melody on top. This song may be playing at a festival.
aq3vov8-fw8,"This orchestral song features flutes playing the main melody. This is backed by bass played on the cello. The percussion is played on the tambourine. This song is in a compound time signature. Toward the end of the clip, the tambourine sound is played loud in a specific rhythm."
aqhhfkXKJ1o,This is a solo electric guitarist playing some blues. It's a twelve bar blues progression that's intricately finger picked. It has a turnaround.
argBwTHDDVI,"This clip features an instruction by a male voice on how to use an effect on a synth. After the narration, three notes are played on a synth. The first one is loud, the second note is lower and softer. The third note is lower but louder in volume. There are no other instruments in this song."
aryufzYGhbM,"This song is in very poor audio-quality and seems to lag. A big pulsating synthesizer pad is creating tension along with some more single holding note, higher register synth pad. A riser effect tells us that this part of the song is about to break into another part that will bring relief from the created tension. A synthesizer pluck is playing a catchy repeating melody. The male voice sings/raps in the higher register a male backing voice is shouting in the background. This song may be played on a dj mix in a club."
asT8yaJPP1s,"This audio clip is an instrumental. The tempo is low with a subtle violin harmony, keyboard arpeggio and synthesised organ. The music is lilting, grim,incessant, intense, sad, bleak, enigmatic and ambiguous. The music sounds like the background score for a movie."
atWaDoSyGgY,This song contains someone playing acoustic drums along with an e-bass. They both sound in the foreground. A male voice is singing in the high mids and with reverb and a little delay on his voice. Then the song breaks into the next part and an e-guitar comes in with a strummed melody. This song may be playing with headphones lost in thoughts.
aupCwPVWsMo,This song contains a string section playing a short stroke melody in the lower range along to a digital acoustic drum playing a rather complex groove. Acoustic guitars are playing a melody. This song may be playing in a heroic movie scene.
av-1Ih0S82s,"This is a percussion instrumental. The tempo is medium with the sound of a drum roll on the Chinese Big drum or Tanggu . The beat is strong, emphatic and resounding. It has a Royal, Ceremonial or Victorious vibe to it."
awax48X8YlU,"The low quality recording features a shimmering tambourine, wooden percussive elements, followed by arpeggiated harp which serves as a transition to the second part of the loop where plucked string melody appears. It sounds groovy and traditional."
